domain,scenario,source_language,target_language,source_text,target_text,speaker,listener,difficulty,tone,tags
seat_and_cabin_location,boarding,Turkish,English,Lütfen koltuğunuzu kontrol edin.,Please check your seat.,cabin_crew,passenger,A1,polite,"seat,check,crew"
seat_and_cabin_location,boarding,Turkish,English,"Sizin yeriniz koridor tarafında, hemen sağda.","Your seat is by the aisle, just on the right.",cabin_crew,passenger,A2,neutral,"aisle,right,seat"
seat_and_cabin_location,boarding,Turkish,English,Koltuk numaranızı kontrol eder misiniz?,Could you check your seat number?,cabin_crew,passenger,A1,polite,"seat,number,crew"
seat_and_cabin_location,boarding,Turkish,English,Bu koltuk bebek bassinet alanına yakın.,This seat is near the baby bassinet area.,cabin_crew,passenger,B1,neutral,"baby,bassinet,seat"
seat_and_cabin_location,boarding,Turkish,English,Size arka bölümde bir yer ayırdık.,We have reserved a place for you in the back section.,cabin_crew,passenger,B1,reassuring,"back,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,Aynı sırada değilsiniz.,You are not in the same row.,cabin_crew,passenger,A1,neutral,"row,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,Koltuk yerinizi değiştirmem gerekiyor.,I need to change your seat.,cabin_crew,passenger,A2,neutral,"seat,change,crew"
seat_and_cabin_location,boarding,Turkish,English,Lütfen kemerinizi takın ve koltuğunuza oturun.,Please fasten your seat belt and take your seat.,cabin_crew,passenger,A1,formal,"seat,belt,instruction"
seat_and_cabin_location,boarding,Turkish,English,Koltuk numaranız değişti.,Your seat number has changed.,cabin_crew,passenger,A1,neutral,"seat,change,crew"
seat_and_cabin_location,boarding,Turkish,English,Sizi başka bir sıraya alabiliriz.,We can move you to another row.,cabin_crew,passenger,A2,reassuring,"row,move,crew"
seat_and_cabin_location,boarding,Turkish,English,Burada oturmanız gerekiyor.,You need to sit here.,cabin_crew,passenger,A1,formal,"seat,instruction"
seat_and_cabin_location,boarding,Turkish,English,Koltuk numaranızı bana söyleyebilir misiniz?,Can you tell me your seat number?,cabin_crew,passenger,A1,polite,"seat,number,crew"
seat_and_cabin_location,boarding,Turkish,English,Ön sırada oturan yolcular şimdi içeri girebilir.,Passengers sitting in the front rows may board now.,cabin_crew,passenger,A2,neutral,"front,row,boarding"
seat_and_cabin_location,boarding,Turkish,English,Arka kapıya yakın oturuyorsunuz.,You are sitting near the rear door.,cabin_crew,passenger,A2,neutral,"rear,door,seat"
seat_and_cabin_location,boarding,Turkish,English,Lütfen orta koltukta oturan yolcuya yol verin.,Please let the passenger in the middle seat pass.,cabin_crew,passenger,B1,polite,"middle,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,"Sizin yeriniz burada, 12D.","Your seat is here, 12D.",cabin_crew,passenger,A1,neutral,"seat,location,crew"
seat_and_cabin_location,boarding,Turkish,English,Pencere tarafındaki yolcu henüz gelmedi.,The passenger by the window has not arrived yet.,cabin_crew,passenger,A2,neutral,"window,seat,passenger"
seat_and_cabin_location,boarding,Turkish,English,Lütfen sıramızı karıştırmayın.,Please do not mix up our rows.,passenger,passenger,A2,polite,"row,seat,clarification"
seat_and_cabin_location,boarding,Turkish,English,Yanlış koltuğa oturmuş olabilirim.,I may have sat in the wrong seat.,passenger,passenger,A2,neutral,"seat,mistake"
seat_and_cabin_location,boarding,Turkish,English,Sizin sırtınız koridora dönük.,Your back is toward the aisle.,passenger,passenger,A2,neutral,"aisle,orientation,seat"
seat_and_cabin_location,boarding,Turkish,English,Bu koltuk numarası bana ait değil.,This seat number does not belong to me.,passenger,passenger,A2,neutral,"seat,number,problem"
seat_and_cabin_location,boarding,Turkish,English,Size ayrılan yer 28A.,Your assigned seat is 28A.,cabin_crew,passenger,A1,neutral,"assigned,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,Size daha ön bir koltuk bulmaya çalışacağım.,I will try to find you a seat closer to the front.,cabin_crew,passenger,B1,reassuring,"front,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,Koltuğunuz sağ tarafta.,Your seat is on the right side.,cabin_crew,passenger,A1,neutral,"right,seat,location"
seat_and_cabin_location,boarding,Turkish,English,"Koltuğunuz sol tarafta, lütfen ilerleyin.","Your seat is on the left side, please go ahead.",cabin_crew,passenger,A1,polite,"left,seat,direction"
seat_and_cabin_location,boarding,Turkish,English,Kabinin ön kısmındayız.,We are in the front part of the cabin.,passenger,passenger,A2,neutral,"cabin,front,location"
seat_and_cabin_location,boarding,Turkish,English,Kabinin arkasına doğru yürüyün.,Walk toward the back of the cabin.,cabin_crew,passenger,A2,neutral,"cabin,back,direction"
seat_and_cabin_location,boarding,Turkish,English,Koltuk numaramı kapıda kontrol ettim.,I checked my seat number at the gate.,passenger,passenger,A2,neutral,"gate,seat,check"
seat_and_cabin_location,boarding,Turkish,English,Bu sırada üç koltuk var.,There are three seats in this row.,passenger,passenger,A1,neutral,"row,seat,location"
seat_and_cabin_location,boarding,Turkish,English,Bir sonraki sırada oturuyorsunuz.,You are sitting in the next row.,cabin_crew,passenger,A1,neutral,"row,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,Lütfen kendi koltuğunuza geçin.,Please move to your own seat.,cabin_crew,passenger,A1,formal,"seat,instruction"
seat_and_cabin_location,boarding,Turkish,English,Koltuklar yan yana değil mi?,Are the seats not next to each other?,passenger,passenger,A2,neutral,"seat,together,question"
seat_and_cabin_location,boarding,Turkish,English,Sizi aynı sıraya alalım.,Let us put you in the same row.,cabin_crew,passenger,A2,reassuring,"row,together,crew"
seat_and_cabin_location,boarding,Turkish,English,Koltuk numarası yanlış basılmış olabilir.,The seat number may have been printed wrong.,passenger,passenger,B1,neutral,"seat,number,problem"
seat_and_cabin_location,boarding,Turkish,English,Sıra numaranızı burada görebilirsiniz.,You can see your row number here.,cabin_crew,passenger,A1,neutral,"row,location,crew"
seat_and_cabin_location,boarding,Turkish,English,Bu koltuk cam kenarında.,This seat is by the window.,passenger,passenger,A1,neutral,"window,seat,location"
seat_and_cabin_location,boarding,Turkish,English,Bu koltuk koridor kenarında.,This seat is by the aisle.,passenger,passenger,A1,neutral,"aisle,seat,location"
seat_and_cabin_location,boarding,Turkish,English,Orta sırada oturmak istemiyorum.,I do not want to sit in the middle seat.,passenger,passenger,A2,polite,"middle,seat,preference"
seat_and_cabin_location,boarding,Turkish,English,Sizi orta koltuktan çıkarabilirim.,I can move you out of the middle seat.,cabin_crew,passenger,A2,reassuring,"middle,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,Kabin içinde yerinizi buldunuz mu?,Have you found your place in the cabin?,cabin_crew,passenger,A2,polite,"cabin,location,crew"
seat_and_cabin_location,boarding,Turkish,English,"Evet, yerim 10A.","Yes, my seat is 10A.",passenger,passenger,A1,neutral,"seat,confirmation"
seat_and_cabin_location,boarding,Turkish,English,"Hayır, sanırım yanlış bölüme gittim.","No, I think I went to the wrong section.",passenger,passenger,A2,neutral,"section,mistake,seat"
seat_and_cabin_location,boarding,Turkish,English,"Bu tarafa doğru ilerleyin, koltuğunuz orada.",Please move this way. Your seat is there.,cabin_crew,passenger,A2,polite,"direction,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,Koltuk numarası ile sıra numarası farklıdır.,The seat number and the row number are different.,cabin_crew,passenger,B1,neutral,"seat,row,explanation"
seat_and_cabin_location,boarding,Turkish,English,Bu sırada koltuğunuz yok.,You do not have a seat in this row.,cabin_crew,passenger,A1,neutral,"row,seat,correction"
seat_and_cabin_location,boarding,Turkish,English,Size ayrılan bölüm burada sona eriyor.,The section assigned to you ends here.,cabin_crew,passenger,B1,formal,"section,location,crew"
seat_and_cabin_location,boarding,Turkish,English,Koltuk numaraları baş üstünde yazıyor.,The seat numbers are written above.,cabin_crew,passenger,A1,neutral,"seat,numbers,location"
seat_and_cabin_location,boarding,Turkish,English,Aynı koltukta iki kişi oturuyor.,Two people are sitting in the same seat.,passenger,passenger,A2,neutral,"seat,problem,crowding"
seat_and_cabin_location,boarding,Turkish,English,Kabin ekibi sizi yönlendirecek.,The cabin crew will guide you.,passenger,passenger,A1,neutral,"crew,guidance,cabin"
seat_and_cabin_location,boarding,Turkish,English,Koltuk planını bana gösterebilir misiniz?,Can you show me the seat map?,passenger,passenger,A1,polite,"seat_map,request"
seat_and_cabin_location,boarding,Turkish,English,Benim yerim kabinin arka kısmında.,My seat is at the back of the cabin.,passenger,passenger,A2,neutral,"back,cabin,seat"
seat_and_cabin_location,boarding,Turkish,English,Ön bölümde boş yer varsa haber verir misiniz?,"If there is an empty seat in the front, please let me know.",passenger,passenger,B1,polite,"front,seat,availability"
seat_and_cabin_location,boarding,Turkish,English,Koltuğunuzu bulamadıysanız yardımcı olurum.,"If you could not find your seat, I can help.",cabin_crew,passenger,A2,reassuring,"help,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,"Sizin yeriniz pencere kenarında, 31A.","Your seat is by the window, 31A.",cabin_crew,passenger,A1,neutral,"window,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,"Sizin yeriniz koridor kenarında, 31C.","Your seat is by the aisle, 31C.",cabin_crew,passenger,A1,neutral,"aisle,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,Koltuklar arasında geçiş yapabilir miyiz?,Can we switch between seats?,passenger,passenger,A2,neutral,"seat,switch,request"
seat_and_cabin_location,boarding,Turkish,English,Bu sırada iki boş koltuk var mı?,Are there two empty seats in this row?,passenger,passenger,A2,neutral,"row,empty,seat"
seat_and_cabin_location,boarding,Turkish,English,İki koltuğun arasındasınız.,You are between two seats.,cabin_crew,passenger,A2,neutral,"seat,location,crew"
seat_and_cabin_location,boarding,Turkish,English,Sıranızın sonundasınız.,You are at the end of the row.,cabin_crew,passenger,A1,neutral,"row,location,crew"
seat_and_cabin_location,boarding,Turkish,English,Sıranızın başındasınız.,You are at the start of the row.,cabin_crew,passenger,A1,neutral,"row,location,crew"
seat_and_cabin_location,boarding,Turkish,English,Benim için pencere koltuğu daha rahat.,A window seat is more comfortable for me.,passenger,passenger,A2,neutral,"window,comfort,seat"
seat_and_cabin_location,boarding,Turkish,English,Burası sizin rezervasyonunuzda görünüyor.,This appears on your reservation.,cabin_crew,passenger,A2,formal,"reservation,seat,crew"
seat_and_cabin_location,boarding,Turkish,English,"Yerimiz üst üste değil, yan yana.","Our seats are next to each other, not one behind the other.",passenger,passenger,B1,neutral,"seat,together,clarification"
seat_and_cabin_location,boarding,Turkish,English,Kabin içinde doğru sırayı takip edin.,Please follow the correct row in the cabin.,cabin_crew,passenger,A2,formal,"cabin,row,instruction"
seat_and_cabin_location,boarding,Turkish,English,Bir koltuk boşaldıysa hemen haber verin.,"If a seat becomes free, let me know right away.",passenger,passenger,A2,polite,"seat,free,request"
seat_and_cabin_location,boarding,Turkish,English,Yer değiştirmek için izin verebilir miyim?,Can I have permission to change seats?,passenger,passenger,B1,polite,"seat,permission,change"
seat_and_cabin_location,boarding,Turkish,English,Bu uçuşta oturduğunuz yer burada.,This is where you are seated on this flight.,cabin_crew,passenger,A2,neutral,"seat,flight,crew"
seat_and_cabin_location,boarding,Turkish,English,Koltuk planı değişmiş olabilir.,The seat layout may have changed.,cabin_crew,passenger,B1,neutral,"seat,layout,change"
seat_and_cabin_location,boarding,Turkish,English,Sizi doğru sıraya götüreyim.,Let me take you to the correct row.,cabin_crew,passenger,A2,reassuring,"row,guidance,crew"
toilet_and_lavatory,passenger_request,English,Turkish,"Excuse me, where is the lavatory?","Affedersiniz, tuvalet nerede?",passenger,cabin_crew,A1,polite,"lavatory,location,question"
toilet_and_lavatory,passenger_request,English,Turkish,Could you tell me where the toilet is?,Tuvaletin nerede olduğunu söyleyebilir misiniz?,passenger,cabin_crew,A1,polite,"toilet,location,question"
toilet_and_lavatory,passenger_request,English,Turkish,Is the lavatory available now?,Tuvalet şu anda boş mu?,passenger,cabin_crew,A2,polite,"lavatory,availability,question"
toilet_and_lavatory,passenger_request,English,Turkish,The restroom is at the back of the cabin.,Tuvalet kabinin arka tarafında.,cabin_crew,passenger,A1,neutral,"restroom,location,information"
toilet_and_lavatory,passenger_request,English,Turkish,Please use the lavatory in the rear.,Lütfen arka taraftaki tuvaleti kullanın.,cabin_crew,passenger,A1,polite,"instruction,rear,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is occupied right now.,Tuvalet şu anda dolu.,cabin_crew,passenger,A1,neutral,"occupied,lavatory,information"
toilet_and_lavatory,passenger_request,English,Turkish,Please wait a moment.,Lütfen biraz bekleyin.,cabin_crew,passenger,A1,polite,"waiting,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,Do you have a toilet on this plane?,Bu uçakta tuvalet var mı?,passenger,cabin_crew,A1,polite,"plane,toilet,question"
toilet_and_lavatory,passenger_request,English,Turkish,"Yes, there is one near the back.","Evet, arka tarafta bir tane var.",cabin_crew,passenger,A1,neutral,"answer,location"
toilet_and_lavatory,passenger_request,English,Turkish,May I go to the lavatory now?,Şimdi tuvalete gidebilir miyim?,passenger,cabin_crew,A1,polite,"permission,lavatory,question"
toilet_and_lavatory,passenger_request,English,Turkish,Please return to your seat after using the toilet.,Tuvaleti kullandıktan sonra lütfen koltuğunuza dönün.,cabin_crew,passenger,A2,polite,"instruction,seat,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,The toilet light is not working.,Tuvalet ışığı çalışmıyor.,passenger,cabin_crew,A2,neutral,"maintenance,light,issue"
toilet_and_lavatory,passenger_request,English,Turkish,"Could you check the lavatory, please?","Tuvaleti kontrol eder misiniz, lütfen?",passenger,cabin_crew,A2,polite,"check,lavatory,request"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory needs cleaning.,Tuvaletin temizlenmesi gerekiyor.,cabin_crew,passenger,A2,neutral,"cleaning,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,Please keep the door closed.,Lütfen kapıyı kapalı tutun.,cabin_crew,passenger,A1,polite,"door,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is locked.,Tuvalet kilitli.,cabin_crew,passenger,A1,neutral,"locked,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,Can I use the restroom before takeoff?,Kalkıştan önce tuvaleti kullanabilir miyim?,passenger,cabin_crew,A2,polite,"before_takeoff,restroom,permission"
toilet_and_lavatory,passenger_request,English,Turkish,We are about to take off.,Kalkış yapıyoruz.,cabin_crew,passenger,A1,neutral,"takeoff,announcement"
toilet_and_lavatory,passenger_request,English,Turkish,Please remain seated until the seat belt sign is off.,Emniyet kemeri ışığı sönene kadar lütfen oturur kalın.,cabin_crew,passenger,A2,formal,"safety,seat_belt,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The toilet is at the front of the cabin.,Tuvalet kabinin ön tarafında.,cabin_crew,passenger,A1,neutral,"front,location"
toilet_and_lavatory,passenger_request,English,Turkish,I need the toilet urgently.,Acilen tuvalete ihtiyacım var.,passenger,cabin_crew,A1,urgent,"urgent,need,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,Please follow me to the lavatory.,Lütfen beni tuvalete kadar takip edin.,cabin_crew,passenger,A2,polite,"follow,lavatory,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is just past row 20.,Tuvalet 20. sırayı geçince.,cabin_crew,passenger,A2,neutral,"row,location"
toilet_and_lavatory,passenger_request,English,Turkish,Where is the nearest lavatory?,En yakın tuvalet nerede?,passenger,cabin_crew,A1,polite,"nearest,location"
toilet_and_lavatory,passenger_request,English,Turkish,The nearest lavatory is behind you.,En yakın tuvalet arkanızda.,cabin_crew,passenger,A1,neutral,"nearest,direction"
toilet_and_lavatory,passenger_request,English,Turkish,"Excuse me, I think there is a line for the toilet.","Affedersiniz, sanırım tuvalet için sıra var.",passenger,cabin_crew,A2,polite,"queue,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,"Yes, please wait your turn.","Evet, lütfen sıranızı bekleyin.",cabin_crew,passenger,A1,polite,"queue,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory door will open with a pull.,Tuvalet kapısı çekerek açılır.,cabin_crew,passenger,A2,neutral,"door,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,Please do not smoke in the lavatory.,Lütfen tuvalette sigara içmeyin.,cabin_crew,passenger,A1,formal,"no_smoking,lavatory,safety"
toilet_and_lavatory,passenger_request,English,Turkish,The smoke alarm will go off.,Duman alarmı çalar.,cabin_crew,passenger,A2,urgent,"smoke_alarm,warning"
toilet_and_lavatory,passenger_request,English,Turkish,My child needs the toilet.,Çocuğumun tuvalete ihtiyacı var.,passenger,cabin_crew,A1,polite,"child,need,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,The child lavatory is not separate on this flight.,Bu uçuşta çocuklar için ayrı tuvalet yok.,cabin_crew,passenger,A2,neutral,"child,facility,information"
toilet_and_lavatory,passenger_request,English,Turkish,Do you need help with the lavatory door?,Tuvalet kapısı için yardıma ihtiyacınız var mı?,cabin_crew,passenger,A2,polite,"help,door,accessibility"
toilet_and_lavatory,passenger_request,English,Turkish,"Yes, please help me.","Evet, lütfen bana yardım edin.",passenger,cabin_crew,A1,polite,"help,request"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is too small.,Tuvalet çok küçük.,passenger,cabin_crew,A1,neutral,"space,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,Please be careful on the wet floor.,Lütfen ıslak zeminde dikkatli olun.,cabin_crew,passenger,A2,formal,"wet_floor,safety"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory has no water.,Tuvalette su yok.,passenger,cabin_crew,A1,neutral,"water,issue"
toilet_and_lavatory,passenger_request,English,Turkish,We will fix the problem soon.,Sorunu yakında çözeceğiz.,cabin_crew,passenger,A2,reassuring,"fix,reassurance"
toilet_and_lavatory,passenger_request,English,Turkish,Can I get some tissue for the toilet?,Tuvalet için biraz peçete alabilir miyim?,passenger,cabin_crew,A2,polite,"tissue,request"
toilet_and_lavatory,passenger_request,English,Turkish,I will bring you some tissues.,Size biraz peçete getireceğim.,cabin_crew,passenger,A2,reassuring,"tissues,help"
toilet_and_lavatory,passenger_request,English,Turkish,The toilet flush is not working.,Tuvalet sifonu çalışmıyor.,passenger,cabin_crew,A2,neutral,"flush,maintenance"
toilet_and_lavatory,passenger_request,English,Turkish,Please do not throw paper into the toilet.,Lütfen kağıdı tuvalete atmayın.,cabin_crew,passenger,A2,formal,"paper,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is for passengers only.,Tuvalet sadece yolcular içindir.,cabin_crew,passenger,A2,formal,"passengers_only,policy"
toilet_and_lavatory,passenger_request,English,Turkish,Is there a lavatory for disabled passengers?,Engelli yolcular için tuvalet var mı?,passenger,cabin_crew,A2,polite,"accessibility,lavatory,question"
toilet_and_lavatory,passenger_request,English,Turkish,"Yes, we can assist you with that.","Evet, bu konuda size yardımcı olabiliriz.",cabin_crew,passenger,A2,reassuring,"assistance,accessibility"
toilet_and_lavatory,passenger_request,English,Turkish,The accessible lavatory is in the rear section.,Erişilebilir tuvalet arka bölümde.,cabin_crew,passenger,A2,neutral,"accessible,location"
toilet_and_lavatory,passenger_request,English,Turkish,I need to change my baby's diaper.,Bebeğimin bezini değiştirmem gerekiyor.,passenger,cabin_crew,A2,polite,"baby,diaper,request"
toilet_and_lavatory,passenger_request,English,Turkish,The changing table is in the lavatory.,Alt değiştirme masası tuvalette.,cabin_crew,passenger,A2,neutral,"changing_table,baby"
toilet_and_lavatory,passenger_request,English,Turkish,Could you open the lavatory door for me?,Tuvalet kapısını benim için açar mısınız?,passenger,cabin_crew,A2,polite,"open_door,request"
toilet_and_lavatory,passenger_request,English,Turkish,"I am sorry, the lavatory is out of order.","Üzgünüm, tuvalet arızalı.",cabin_crew,passenger,A2,formal,"out_of_order,apology"
toilet_and_lavatory,passenger_request,English,Turkish,Please use the other lavatory.,Lütfen diğer tuvaleti kullanın.,cabin_crew,passenger,A1,polite,"alternative,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The other lavatory is free.,Diğer tuvalet boş.,cabin_crew,passenger,A1,neutral,"available,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,I feel sick and need the toilet.,Kendimi kötü hissediyorum ve tuvalete ihtiyacım var.,passenger,cabin_crew,A2,urgent,"sick,need,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,Please call for medical assistance.,Lütfen sağlık yardımı çağırın.,cabin_crew,passenger,A2,urgent,"medical,assistance"
toilet_and_lavatory,passenger_request,English,Turkish,There is a toilet sign above the aisle.,Koridorun üstünde tuvalet işareti var.,cabin_crew,passenger,A2,neutral,"sign,direction"
toilet_and_lavatory,passenger_request,English,Turkish,Do not block the lavatory entrance.,Tuvalet girişini kapatmayın.,cabin_crew,passenger,A2,formal,"entrance,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,"Could I go now, or should I wait?","Şimdi gidebilir miyim, yoksa beklemeli miyim?",passenger,cabin_crew,A2,polite,"permission,wait"
toilet_and_lavatory,passenger_request,English,Turkish,You may go now.,Şimdi gidebilirsiniz.,cabin_crew,passenger,A1,polite,permission
toilet_and_lavatory,passenger_request,English,Turkish,Please wash your hands after using the toilet.,Tuvaleti kullandıktan sonra lütfen ellerinizi yıkayın.,cabin_crew,passenger,A2,formal,"hygiene,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The sink in the lavatory is clogged.,Tuvaletteki lavabo tıkalı.,passenger,cabin_crew,A2,neutral,"sink,clogged,issue"
toilet_and_lavatory,passenger_request,English,Turkish,We will send someone to check it.,Bunu kontrol etmek için birini göndereceğiz.,cabin_crew,passenger,A2,reassuring,"check,support"
toilet_and_lavatory,passenger_request,English,Turkish,My seat is near the toilet.,Koltuğum tuvalete yakın.,passenger,cabin_crew,A1,neutral,"seat,location"
toilet_and_lavatory,passenger_request,English,Turkish,I am sorry for the inconvenience.,Rahatsızlık için üzgünüm.,cabin_crew,passenger,A2,formal,"apology,inconvenience"
toilet_and_lavatory,passenger_request,English,Turkish,The toilet is open now.,Tuvalet şimdi açık.,cabin_crew,passenger,A1,neutral,"open,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,I cannot hold it anymore.,Artık tutamıyorum.,passenger,cabin_crew,A2,urgent,"urgent,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,"Please hurry, it is urgent.","Lütfen çabuk olun, acil.",passenger,cabin_crew,A2,urgent,"urgent,hurry"
toilet_and_lavatory,passenger_request,English,Turkish,"Take your time, but please stay seated until you are ready.","Acele etmeyin, ama hazır olana kadar lütfen oturur kalın.",cabin_crew,passenger,A2,reassuring,"stay_seated,reassurance"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is on your left.,Tuvalet sol tarafınızda.,cabin_crew,passenger,A1,neutral,"left,direction"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is on your right.,Tuvalet sağ tarafınızda.,cabin_crew,passenger,A1,neutral,"right,direction"
toilet_and_lavatory,passenger_request,English,Turkish,May I leave my seat to use the restroom?,Tuvaleti kullanmak için koltuğumdan kalkabilir miyim?,passenger,cabin_crew,A2,polite,"leave_seat,restroom,permission"
toilet_and_lavatory,passenger_request,English,Turkish,"Yes, but please be careful.","Evet, ama lütfen dikkatli olun.",cabin_crew,passenger,A1,polite,"permission,careful"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is not for storage.,Tuvalet eşya koymak için değildir.,cabin_crew,passenger,A2,formal,"storage,policy"
toilet_and_lavatory,passenger_request,English,Turkish,My bag is blocking the toilet door.,Çantam tuvalet kapısını kapatıyor.,passenger,cabin_crew,A2,neutral,"bag,door,issue"
toilet_and_lavatory,passenger_request,English,Turkish,"Please move your bag, thank you.","Lütfen çantanızı çekin, teşekkürler.",cabin_crew,passenger,A2,polite,"bag,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The toilet paper is finished.,Tuvalet kağıdı bitmiş.,passenger,cabin_crew,A1,neutral,"toilet_paper,issue"
toilet_and_lavatory,passenger_request,English,Turkish,I will bring more toilet paper.,Daha fazla tuvalet kağıdı getireceğim.,cabin_crew,passenger,A2,reassuring,"supplies,help"
toilet_and_lavatory,passenger_request,English,Turkish,Is the lavatory clean?,Tuvalet temiz mi?,passenger,cabin_crew,A1,polite,"clean,question"
toilet_and_lavatory,passenger_request,English,Turkish,"Yes, it was cleaned recently.","Evet, yakın zamanda temizlendi.",cabin_crew,passenger,A2,neutral,"clean,information"
toilet_and_lavatory,passenger_request,English,Turkish,Please lock the door when you enter.,İçeri girince lütfen kapıyı kilitleyin.,cabin_crew,passenger,A2,formal,"lock,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,The lock is broken.,Kilit bozuk.,passenger,cabin_crew,A1,neutral,"lock,broken"
toilet_and_lavatory,passenger_request,English,Turkish,Please use the lavatory one person at a time.,Lütfen tuvaleti birer kişi kullanın.,cabin_crew,passenger,A2,formal,"one_at_a_time,queue"
toilet_and_lavatory,passenger_request,English,Turkish,I need to freshen up.,Kendimi biraz toparlamam gerekiyor.,passenger,cabin_crew,A2,neutral,"freshen_up,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,The washing area is in the lavatory.,Lavabolar tuvaletin içinde.,cabin_crew,passenger,A2,neutral,"washing_area,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,Can I use the bathroom after meal service?,Yemek servisi bittikten sonra banyoyu kullanabilir miyim?,passenger,cabin_crew,A2,polite,"meal_service,bathroom,permission"
toilet_and_lavatory,passenger_request,English,Turkish,"Yes, after the service ends.","Evet, servis bittikten sonra.",cabin_crew,passenger,A1,neutral,"permission,service"
toilet_and_lavatory,passenger_request,English,Turkish,The lavatory is being used.,Tuvalet kullanılıyor.,cabin_crew,passenger,A1,neutral,"in_use,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,Please wait outside the lavatory.,Lütfen tuvaletin dışında bekleyin.,cabin_crew,passenger,A2,formal,"wait_outside,instruction"
toilet_and_lavatory,passenger_request,English,Turkish,I am in a wheelchair and need the accessible toilet.,Tekerlekli sandalyedeyim ve erişilebilir tuvalete ihtiyacım var.,passenger,cabin_crew,B1,polite,"wheelchair,accessible,request"
toilet_and_lavatory,passenger_request,English,Turkish,"Of course, I will help you.","Tabii, size yardım edeceğim.",cabin_crew,passenger,A1,reassuring,"accessibility,help"
toilet_and_lavatory,passenger_request,English,Turkish,The accessible lavatory door is wider.,Erişilebilir tuvaletin kapısı daha geniş.,cabin_crew,passenger,A2,neutral,"accessible,door,information"
toilet_and_lavatory,passenger_request,English,Turkish,My pet is in the carrier. Can I go to the lavatory?,Evcil hayvanım taşıma çantasında. Tuvalete gidebilir miyim?,passenger,cabin_crew,B1,polite,"pet,carrier,permission"
toilet_and_lavatory,passenger_request,English,Turkish,The toilet is not working in business class.,Business class'taki tuvalet çalışmıyor.,passenger,cabin_crew,B1,neutral,"business_class,maintenance"
toilet_and_lavatory,passenger_request,English,Turkish,Please use the economy lavatory for now.,Şimdilik ekonomi bölümündeki tuvaleti kullanın.,cabin_crew,passenger,A2,polite,"economy,alternative"
toilet_and_lavatory,passenger_request,English,Turkish,There is a restroom sign at the end of the aisle.,Koridorun sonunda tuvalet işareti var.,cabin_crew,passenger,A2,neutral,"sign,aisle"
toilet_and_lavatory,passenger_request,English,Turkish,I think someone is in the lavatory too long.,Sanırım biri tuvalette çok uzun kaldı.,passenger,cabin_crew,B1,neutral,"long_wait,lavatory"
toilet_and_lavatory,passenger_request,English,Turkish,I will check on it.,Bunu kontrol edeceğim.,cabin_crew,passenger,A2,reassuring,"check,assistance"
toilet_and_lavatory,passenger asking location,Turkish,English,Tuvalet nerede?,Where is the lavatory?,passenger,cabin_crew,A1,neutral,"toilet,location,basic"
