domain,scenario_group,scenario,source_language,target_language,source_text,target_text,speaker,listener,difficulty,tone,tags
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Çocuğum üşüyor, ona da battaniye alabilir miyiz?",My child is cold. Can we get a blanket for them too?,passenger,cabin_crew,A2,polite,"child,cold,blanket"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Pencereden soğuk hava geliyor gibi.,It feels like cold air is coming from the window.,passenger,cabin_crew,A2,neutral,"cold,window,complaint"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bu koltukta çok terliyorum.,I'm sweating a lot in this seat.,passenger,cabin_crew,A2,neutral,"hot,seat,discomfort"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Üst havalandırmayı açabilir miyim?,Can I open the overhead air vent?,passenger,cabin_crew,A1,polite,"hot,vent,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bana başka bir battaniye verir misiniz?,Can you give me another blanket?,passenger,cabin_crew,A1,polite,"cold,blanket,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,İçerisi bana biraz fazla sıcak geliyor.,It feels a little too warm inside.,passenger,cabin_crew,A1,neutral,"hot,temperature,comment"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Terledim, mümkünse biraz su alabilir miyim?","I'm sweating. If possible, can I have some water?",passenger,cabin_crew,A2,polite,"hot,water,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Beni klima doğrudan üflüyor, rahatsız oluyorum.",The air conditioning is blowing directly on me. It's bothering me.,passenger,cabin_crew,B1,polite,"cold,discomfort,air_conditioning"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Lütfen sıcaklığı biraz artırın.,Please increase the temperature a little.,passenger,cabin_crew,A1,polite,"cold,temperature,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Çok sıcakladım, biraz hava alabilir miyim?",I'm really hot. Can I get a bit of air?,passenger,cabin_crew,A2,urgent,"hot,air,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Kabinde hava çok kuru, bu yüzden soğuk hissediyorum.","The cabin air is very dry, so I feel cold.",passenger,cabin_crew,B1,neutral,"cold,dry_air,complaint"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Kabin ekibi olarak sıcak havayı azaltmak için perdeleri kapatacağız.,"As cabin crew, we will close the curtains to reduce the heat.",cabin_crew,passenger,B1,reassuring,"hot,crew_announcement"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Biraz soğuk hissediyorsanız size battaniye getirebilirim.,"If you're feeling a bit cold, I can bring you a blanket.",cabin_crew,passenger,A2,reassuring,"cold,blanket,crew_offer"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Klimayı sizin için biraz daha hafifletiyorum.,I'm turning the air conditioning down a little for you.,cabin_crew,passenger,A2,reassuring,"cold,air_conditioning,crew_action"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Eğer rahatsız oluyorsanız, sizi daha serin bir koltuğa alabiliriz.","If you're uncomfortable, we can move you to a cooler seat.",cabin_crew,passenger,B1,reassuring,"hot,seat_change,crew_offer"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Çocuğunuz için ekstra battaniye getireyim mi?,Shall I bring an extra blanket for your child?,cabin_crew,passenger,A2,polite,"child,cold,blanket"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Sıcak içecek ister misiniz?,Would you like a hot drink?,cabin_crew,passenger,A1,polite,"cold,hot_drink,offer"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Çok ısındıysanız üst havalandırmayı açabilirsiniz.,"If you've gotten too warm, you can open the overhead vent.",cabin_crew,passenger,A2,reassuring,"hot,vent,instruction"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Şu anda klima çalışmıyor olabilir, hemen kontrol edeceğim.",The air conditioning may not be working right now. I'll check it immediately.,cabin_crew,passenger,B1,reassuring,"hot,air_conditioning,crew_response"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Beni üşüten şey, doğrudan gelen hava.",What is making me cold is the direct airflow.,passenger,cabin_crew,B1,neutral,"cold,airflow,complaint"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Koltuk başlığının yanından hava geliyor.,Air is coming from the side of the headrest.,passenger,cabin_crew,B1,neutral,"cold,airflow,seat"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Çok sıcak olduğum için biraz zor nefes alıyorum.,I'm having a little trouble breathing because it's so hot.,passenger,cabin_crew,B1,urgent,"hot,breathing,health"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Lütfen hava akışını bana doğru çevirmeyin.,Please don't direct the air flow toward me.,passenger,cabin_crew,A2,polite,"cold,air_flow,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bu uçakta sıcaklık çok değişiyor.,The temperature changes a lot on this plane.,passenger,cabin_crew,B1,neutral,"cold,hot,temperature"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Üşüyen yolcular lütfen bize haber versin.,"Passengers who are cold, please let us know.",cabin_crew,passenger,A1,reassuring,"cold,announcement"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Çok sıcakladım, biraz gömleğimi açabilir miyim?",I'm very hot. May I open my shirt a little?,passenger,cabin_crew,A2,polite,"hot,clothing,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Bebek çok sıcakladı, serinletmek için ne yapabilirim?",The baby is too hot. What can I do to cool them down?,passenger,cabin_crew,B1,urgent,"baby,hot,advice"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Size bir yastık da getirebilirim, üstüne battaniye koyarız.","I can also bring you a pillow, and we can put a blanket on top.",cabin_crew,passenger,A2,reassuring,"cold,comfort,crew_offer"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Klima çok yüksek, başım ağrımaya başladı.",The air conditioning is too strong. My head has started to hurt.,passenger,cabin_crew,B1,polite,"cold,headache,complaint"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,İsterseniz size başka bir oturma düzeni ayarlayabilirim.,"If you'd like, I can arrange a different seating option for you.",cabin_crew,passenger,B1,polite,"hot,seat_change,crew_offer"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Sıcak basıyor, pencere kenarında oturabilir miyim?",I'm feeling overheated. Can I sit by the window?,passenger,cabin_crew,A2,polite,"hot,window_seat,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Kabin biraz soğuk ama kısa süre içinde ısınacaktır.,"The cabin is a bit cold, but it will warm up shortly.",cabin_crew,passenger,B1,reassuring,"cold,announcement"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Sıcaktan rahatsız olan var mı?,Is anyone uncomfortable because of the heat?,cabin_crew,passenger,A1,neutral,"hot,check_in"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bana sıcak bir çay verebilir misiniz? Çok üşüdüm.,Can you give me a hot tea? I'm very cold.,passenger,cabin_crew,A1,polite,"cold,tea,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Şikayetinizi anlıyorum, size yardımcı olacağım.","I understand your concern, and I'll help you.",cabin_crew,passenger,A2,reassuring,"cold,hot,assistance"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Kabin çok sıcaksa bunu ekibe hemen bildirin.,"If the cabin feels too hot, report it to the crew right away.",cabin_crew,passenger,A2,reassuring,"hot,crew_instruction"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Ayağım üşüyor, başka bir örtü alabilir miyim?",My feet are cold. Can I get another cover?,passenger,cabin_crew,A2,polite,"cold,blanket,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Lütfen beni sıcak tarafta tutabilir misiniz?,Could you please keep me on the warmer side?,passenger,cabin_crew,B1,polite,"cold,preference,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Sıcaklık sizin için uygunsa, yolculuk daha rahat geçer.","If the temperature is okay for you, the trip will be more comfortable.",cabin_crew,passenger,B1,reassuring,"comfort,temperature,crew_statement"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Elim ayağım buz gibi oldu.,My hands and feet have gone ice cold.,passenger,cabin_crew,A2,neutral,"cold,discomfort"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Üşüyorum, battaniye alabilir miyim?",I'm cold. Can I get a blanket?,passenger,cabin_crew,A1,polite,"cold,blanket,request"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Burada çok üşüdüm.,I'm very cold here.,passenger,cabin_crew,A1,neutral,"cold,comfort"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Klima çok soğuk, biraz kapatabilir misiniz?",The air conditioning is too cold. Can you turn it down a little?,passenger,cabin_crew,A2,polite,"air_conditioning,cold,request"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Sıcaklık çok düşük, üşüyorum.",The temperature is too low. I'm getting cold.,passenger,cabin_crew,A2,neutral,"temperature,cold"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Cam kenarı çok soğuk oluyor.,The window seat is really cold.,passenger,cabin_crew,A2,neutral,"cold,seat"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Beni üşüten bir hava geliyor.,A draft is making me cold.,passenger,cabin_crew,B1,neutral,"draft,cold"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Çocuğum üşüyor, ona da battaniye verebilir misiniz?",My child is cold. Could you give them a blanket too?,passenger,cabin_crew,A2,polite,"child,cold,blanket"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Paltomu açmama rağmen hâlâ üşüyorum.,I'm still cold even though I opened my coat.,passenger,cabin_crew,B1,neutral,"cold,clothing"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Çok sıcakladım, klima biraz açılabilir mi?",I'm getting too hot. Can the air conditioning be turned up a little?,passenger,cabin_crew,A2,polite,"hot,air_conditioning,request"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Burada dayanılmaz sıcak, biraz hava alabilir miyim?",It's unbearably hot here. Can I get some air?,passenger,cabin_crew,B1,urgent,"hot,ventilation"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Koltukta otururken terledim.,I've started sweating while sitting here.,passenger,cabin_crew,A2,neutral,"hot,sweating"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Işıkların altı çok sıcak oluyor.,It gets very hot under the lights.,passenger,cabin_crew,B1,neutral,"hot,heat"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Üzerime üfleyen havayı kapatabilir misiniz?,Could you turn off the air blowing on me?,passenger,cabin_crew,A2,polite,"draft,cold,request"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Beni çok üşüttü, başka koltuk var mı?",It's making me too cold. Is there another seat?,passenger,cabin_crew,B1,polite,"cold,seat_change"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Kabinde hava çok sıcak, biraz düşürür müsünüz?",The cabin is very hot. Could you lower the temperature a bit?,passenger,cabin_crew,A2,polite,"hot,cabin_temperature"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Klimayı benim tarafımda biraz azaltabilir misiniz?,Could you reduce the air conditioning a little on my side?,passenger,cabin_crew,B1,polite,"air_conditioning,request"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Çok sıcak bastı, iyi hissetmiyorum.",I'm feeling very hot and not well.,passenger,cabin_crew,B1,urgent,"hot,feeling_unwell"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Hasta gibiyim, biraz daha serin olabilir mi?",I feel sick. Could it be a little cooler?,passenger,cabin_crew,B1,urgent,"hot,unwell"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Küçük bir battaniye alabilir miyim? Çok üşüdüm.,Can I have a small blanket? I'm very cold.,passenger,cabin_crew,A1,polite,"cold,blanket"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Çocuğunuz üşüyorsa, bir battaniye getirebilirim.","If your child is cold, I can bring a blanket.",cabin_crew,passenger,A2,reassuring,"crew,child,cold"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Kabin sıcaklığı biraz artmış olabilir, hemen kontrol edeceğim.",The cabin temperature may have gone up a little. I'll check right away.,cabin_crew,passenger,B1,reassuring,"crew,temperature,hot"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Size battaniye getireyim mi?,Would you like me to bring you a blanket?,cabin_crew,passenger,A1,polite,"crew,blanket"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Biraz sıcak hissetmeniz normal, klima ayarlanıyor.",It's normal to feel a little warm. The air conditioning is being adjusted.,cabin_crew,passenger,B1,reassuring,"crew,hot,reassurance"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Şu anda en yakın havalandırma size doğru geliyor.,The nearest air vent is blowing toward you right now.,cabin_crew,passenger,B1,neutral,"crew,air_vent"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,İsterseniz havalandırmayı kapatabilirim.,"If you'd like, I can turn off the air vent.",cabin_crew,passenger,A2,polite,"crew,air_vent,request"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Sıcak havadan dolayı rahat edemiyorum.,I'm not comfortable because of the heat.,passenger,cabin_crew,B1,neutral,"hot,comfort"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Elim ayağım üşüdü.,My hands and feet are cold.,passenger,cabin_crew,A2,neutral,"cold,body"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Havalandırma yüzüme geliyor, çok soğuk oluyor.",The air vent is blowing on my face. It's too cold.,passenger,cabin_crew,A2,polite,"cold,air_vent"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Biraz daha sıcak hava gönderebilir misiniz?,Could you send a little warmer air?,passenger,cabin_crew,B1,polite,"cold,warm_air"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Terden rahatsız oldum, peçete alabilir miyim?",I'm uncomfortable from sweating. Can I have a tissue?,passenger,cabin_crew,A2,polite,"hot,sweating,tissue"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Çok sıcak, lütfen pencereyi açmayın demek istedim.",It's very hot. I meant please don't open the window.,passenger,cabin_crew,B1,polite,"hot,clarification"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Uçakta klima çalışmıyor mu?,Isn't the air conditioning working on the plane?,passenger,cabin_crew,A2,neutral,"air_conditioning,question"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Beni biraz üşüttü, kabin ekibine söyleyebilir misiniz?",It's made me a bit cold. Could you tell the cabin crew?,passenger,passenger,B1,polite,"cold,crew_request"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Çok sıcak oldu, yer değiştirebilir miyim?",It has become too hot. Can I change seats?,passenger,cabin_crew,A2,polite,"hot,seat_change"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Sadece biraz serinlemem gerekiyor.,I just need to cool down a little.,passenger,cabin_crew,A2,neutral,"hot,cool_down"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Üşüyen yolcular varsa battaniye dağıtabiliriz.,"If any passengers are cold, we can hand out blankets.",cabin_crew,passenger,A2,reassuring,"crew,cold,blankets"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Sıcaklık ayarını biraz düşürüyoruz.,We're lowering the temperature a little.,cabin_crew,passenger,A1,neutral,"crew,temperature,hot"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,"Korkmayın, kısa süre içinde daha rahat edeceksiniz.","Don't worry, you'll be more comfortable soon.",cabin_crew,passenger,A2,reassuring,"crew,reassurance"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Çok sıcak olduysa su da getirebilirim.,"If you've gotten too hot, I can also bring water.",cabin_crew,passenger,A2,polite,"crew,hot,water"
comfort_and_cabin_needs,feeling cold or hot,passenger_to_crew,Turkish,English,Bu koltukta hava çok sert vuruyor.,The air is blowing very hard on this seat.,passenger,cabin_crew,B1,neutral,"air_vent,cold"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Burada çok sıcak, biraz serinletebilir misiniz?",It's very hot here. Can you cool it down a bit?,passenger,cabin_crew,A2,polite,"hot,temperature,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Klima bana çok vuruyor, yerimi değiştirebilir miyim?",The air conditioning is blowing on me too much. Can I change my seat?,passenger,cabin_crew,B1,polite,"cold,air_conditioning,seat_change"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Çocuğum üşüyor, ek battaniye var mı?",My child is cold. Do you have an extra blanket?,passenger,cabin_crew,A2,polite,"child,cold,blanket"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Pencereden çok soğuk hava geliyor.,Cold air is coming in from the window.,passenger,cabin_crew,A1,neutral,"cold,window,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Biraz su ve serin bir şey alabilir miyim? Çok bunaldım.,Can I have some water and something cool? I'm feeling very overheated.,passenger,cabin_crew,B1,polite,"hot,water,overheated"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Kabin çok sıcak, klima çalışıyor mu?",The cabin is very hot. Is the air conditioning working?,passenger,cabin_crew,A2,polite,"hot,air_conditioning,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Biraz daha sıcaklık ayarı yapabilir misiniz?,Can you adjust the temperature a little?,passenger,cabin_crew,A2,polite,"temperature,adjust,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Üzerime ince bir battaniye alabilir miyim?,Can I have a light blanket?,passenger,cabin_crew,A1,polite,"blanket,cold,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Terledim, biraz hava alabilir miyim?",I'm sweating. Can I get some air?,passenger,cabin_crew,A2,polite,"hot,sweating,air"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Yanımdaki klima çok soğuk üflüyor.,The air vent next to me is blowing very cold air.,passenger,cabin_crew,A2,neutral,"cold,air_vent,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bana bir bardak buzlu su getirebilir misiniz?,Can you bring me a glass of ice water?,passenger,cabin_crew,A1,polite,"hot,water,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Çok sıcakladım, biraz daha havalandırma mümkün mü?",I'm really hot. Is it possible to get a little more ventilation?,passenger,cabin_crew,B1,polite,"hot,ventilation,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Koltuğumda çok üşüyorum.,I'm very cold in my seat.,passenger,cabin_crew,A1,neutral,"cold,seat,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Sıcak bastı, pencereyi açabilir miyiz?",I'm feeling very hot. Can we open a window?,passenger,cabin_crew,A2,polite,"hot,window,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Kabin sıcaklığı biraz yüksek, fark ettiniz mi?",The cabin temperature seems a bit high. Have you noticed?,passenger,cabin_crew,B1,polite,"hot,temperature,observation"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Çocuğum çok sıcakladı.,My child is overheated.,passenger,cabin_crew,A2,urgent,"child,hot,health"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Üşümemek için koltuk havalandırmasını kapatabilir misiniz?,Can you turn off the air vent so I don't get cold?,passenger,cabin_crew,B1,polite,"cold,air_vent,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bana sıcak bir içecek verebilir misiniz?,Can you give me a hot drink?,passenger,cabin_crew,A1,polite,"cold,hot_drink,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Burası buz gibi, battaniye lazım.",It's freezing in here. I need a blanket.,passenger,cabin_crew,A2,urgent,"cold,blanket,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Nefes alamayacak kadar sıcak hissediyorum.,I feel too hot to breathe comfortably.,passenger,cabin_crew,B1,urgent,"hot,breathing,health"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bana daha kalın bir battaniye verebilir misiniz?,Can you give me a thicker blanket?,passenger,cabin_crew,A2,polite,"cold,blanket,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Havalandırma üstümde, çok üşüdüm.",The air vent is above me. I've gotten very cold.,passenger,cabin_crew,A2,neutral,"cold,air_vent,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Biraz serinlik iyi olur, çok bunaldım.",A little cool air would be nice. I'm really overheated.,passenger,cabin_crew,B1,polite,"hot,cool_air,comfort"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Klimayı kapatmak mümkün mü?,Is it possible to turn off the air conditioning?,passenger,cabin_crew,A2,polite,"air_conditioning,request,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bu koltukta hep üşüyorum.,I'm always cold in this seat.,passenger,cabin_crew,A1,neutral,"cold,seat,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Kabin ekibi, sıcaklık biraz düşük değil mi?","Crew, isn't the cabin temperature a bit low?",passenger,cabin_crew,B1,polite,"cold,temperature,crew"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"İçerisi çok sıcak, başım dönüyor.",It's very hot inside. I'm feeling dizzy.,passenger,cabin_crew,B1,urgent,"hot,dizzy,health"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bir bardak soğuk su rica edebilir miyim?,"May I have a glass of cold water, please?",passenger,cabin_crew,A1,polite,"hot,water,polite"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Üşüyorum ama üşütmek istemiyorum.,"I'm cold, but I don't want to catch a chill.",passenger,cabin_crew,B1,polite,"cold,health,comfort"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Dışarısı sıcak olunca kabin de çok ısınıyor.,"When it's hot outside, the cabin gets too warm too.",passenger,cabin_crew,B1,neutral,"hot,cabin,observation"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bana hemen su ve serin bir şey lazım.,I need water and something cool right away.,passenger,cabin_crew,A2,urgent,"hot,water,urgent"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Çok sıcak, lütfen klima ayarını kontrol edin.",It's very hot. Please check the air conditioning setting.,passenger,cabin_crew,A2,polite,"hot,air_conditioning,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Çocuğa bir battaniye verir misiniz?,Could you give the child a blanket?,passenger,cabin_crew,A1,polite,"child,blanket,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Üstümdeki hava deliği çok soğuk üflüyor.,The air vent above me is blowing very cold air.,passenger,cabin_crew,A2,neutral,"cold,air_vent,cabin"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Biraz daha hafif bir battaniye var mı?,Do you have a lighter blanket?,passenger,cabin_crew,A2,polite,"cold,blanket,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Çok sıcakladım, biraz dinlenmem gerekiyor.",I'm very overheated. I need to rest a bit.,passenger,cabin_crew,B1,urgent,"hot,rest,health"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Koltuk kenarından soğuk hava geliyor.,Cold air is coming from the side of the seat.,passenger,cabin_crew,A2,neutral,"cold,air_vent,seat"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Kabin çok sıcaksa bize haber verir misiniz?,"If the cabin gets too hot, will you let us know?",passenger,cabin_crew,B1,polite,"hot,cabin,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Bana sıcak bir kahve alabilir miyim? Üşüdüm.,Can I get a hot coffee? I'm cold.,passenger,cabin_crew,A1,polite,"cold,coffee,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Burası çok bunaltıcı, cam tarafı daha serin mi?",It's very stuffy here. Is the window side cooler?,passenger,cabin_crew,B1,polite,"hot,stuffy,seat"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Lütfen klimayı biraz düşürün, çok terledim.",Please lower the air conditioning a little. I've gotten very sweaty.,passenger,cabin_crew,A2,polite,"hot,air_conditioning,sweating"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Kabin serin oldu, ama bana iyi geliyor.","The cabin got cool, but it's fine for me.",passenger,cabin_crew,A2,neutral,"cold,cabin,comfort"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Üşüyorum, battaniye alabilir miyim?",I'm cold. Could I get a blanket?,passenger,cabin_crew,A1,polite,"cold,blanket,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Burada çok soğuk, klimayı biraz kısabilir misiniz?",It's very cold here. Could you turn the air conditioning down a little?,passenger,cabin_crew,A2,polite,"cold,air_conditioning,request"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Klima bana fazla geliyor.,The air conditioning is too strong for me.,passenger,cabin_crew,A2,neutral,"cold,air_conditioning"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,"Beni çok üşüttü, bir battaniye lütfen.","I'm really cold. A blanket, please.",passenger,cabin_crew,A1,polite,"cold,blanket"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Sıcaklık çok düşük mü?,Is the temperature too low?,passenger,cabin_crew,A2,neutral,"cold,temperature"
comfort_and_cabin_needs,feeling cold or hot,feeling cold or hot,Turkish,English,Biraz daha sıcak hava alabilir miyiz?,Could we get a little warmer air?,passenger,cabin_crew,A2,polite,"cold,temperature,request"
